Learning Rate	Train Loss	Benign Valid Loss	Poisoned Valid Loss	Train ACC.	Benign Valid ACC.	Poisoned Valid ACC.	
0.010000	0.003301	0.466863	6.106529	99.987487	86.470000	14.380000	
0.010000	0.003260	0.461492	6.196866	99.991658	86.510000	14.060000	
0.010000	0.002842	0.450985	6.155691	99.997915	86.860000	13.970000	
0.010000	0.003083	0.459471	6.096779	99.991658	86.620000	14.330000	
0.010000	0.002793	0.446238	6.135235	99.997915	86.950000	13.890000	
0.010000	0.003018	0.450281	6.045734	99.993744	86.700000	14.140000	
0.010000	0.002810	0.447439	6.120904	99.997915	86.790000	13.860000	
0.010000	0.002850	0.442230	6.147439	99.993744	87.110000	13.550000	
0.010000	0.002726	0.452583	6.007432	99.997915	86.630000	14.300000	
0.010000	0.002557	0.441287	6.062481	100.000000	86.980000	13.830000	
0.010000	0.002580	0.443208	6.050592	100.000000	86.880000	13.920000	
0.010000	0.002572	0.441910	6.079026	100.000000	87.030000	13.810000	
0.001000	0.002494	0.452850	5.939938	100.000000	86.650000	14.440000	
0.001000	0.002448	0.441015	6.011965	100.000000	86.990000	13.930000	
0.001000	0.002399	0.447089	6.002605	100.000000	86.820000	14.100000	
0.001000	0.002452	0.438609	6.078920	100.000000	86.990000	13.740000	
0.001000	0.002389	0.433822	6.090263	100.000000	87.150000	13.590000	
0.001000	0.002425	0.431327	6.199160	100.000000	87.320000	13.380000	
0.001000	0.002427	0.430446	6.147342	100.000000	87.350000	13.420000	
0.001000	0.002422	0.439292	6.072689	100.000000	86.940000	13.850000	
0.001000	0.002407	0.445277	5.989686	100.000000	86.890000	14.150000	
0.001000	0.002464	0.438718	6.052083	100.000000	86.970000	13.770000	
0.001000	0.002436	0.440168	6.039417	100.000000	86.990000	13.680000	
0.001000	0.002408	0.440267	6.044900	100.000000	86.940000	13.940000	
0.001000	0.002405	0.438199	6.064502	100.000000	87.070000	13.700000	
0.001000	0.002415	0.431437	6.142432	100.000000	87.180000	13.500000	
0.001000	0.002419	0.443212	5.968285	100.000000	86.750000	14.210000	
0.001000	0.002412	0.440898	6.013558	100.000000	86.930000	13.820000	
0.001000	0.002404	0.437141	6.051151	100.000000	86.990000	13.820000	
0.001000	0.002407	0.436749	6.044982	100.000000	87.110000	13.600000	
0.001000	0.002417	0.432888	6.086207	100.000000	87.200000	13.430000	
0.001000	0.002399	0.451178	5.899523	100.000000	86.720000	14.400000	
